Region ID,OSM ID,Access Score,Coordinates,Average Curb Ramp Score,Average No Curb Ramp Score,Average Obstacle Score,Average Surface Problem Score,Curb Ramp Significance,No Curb Ramp Significance,Obstacle Significance,Surface Problem Significance
148,26785289,5.905303995456777e-10,"[(-100.4004964,25.6624291),(-100.4013934,25.6627321)]",9.0,6.0,13.0,9.0,0.75,-1.0,-1.0,-1.0
149,26785289,1.9039802832864526e-17,"[(-100.39819659817712,25.661651918489596),(-100.3986846,25.6618168)]",2.0,8.0,19.0,13.0,0.75,-1.0,-1.0,-1.0
150,26785289,4.599055376537186e-10,"[(-100.3978618,25.6615388),(-100.39819659817712,25.661651918489596)]",2.0,6.0,8.0,9.0,0.75,-1.0,-1.0,-1.0
151,26785289,4.594995133987981e-29,"[(-100.3986846,25.6618168),(-100.3995832,25.6621246)]",5.0,14.0,32.0,23.0,0.75,-1.0,-1.0,-1.0
152,26785289,0.0109869426305931,"[(-100.3968958,25.6612089),(-100.3974558,25.6613983)]",6.0,3.0,3.0,3.0,0.75,-1.0,-1.0,-1.0
153,26785289,0.1480471980316894,"[(-100.3966558,25.6611277),(-100.3968958,25.6612089)]",7.0,3.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
154,26785310,0.0003353501304664781,"[(-100.4115095,25.6577131),(-100.41144503150797,25.657768533576782)]",8.0,5.0,6.0,3.0,0.75,-1.0,-1.0,-1.0
155,26785310,0.0003353501304664781,"[(-100.41144503150797,25.657768533576782),(-100.4113989,25.6578082)]",8.0,6.0,5.0,3.0,0.75,-1.0,-1.0,-1.0
156,26785334,2.1724399346070676e-10,"[(-100.4019028,25.6637861),(-100.4010559,25.6634778)]",9.0,6.0,14.0,9.0,0.75,-1.0,-1.0,-1.0
157,26785334,4.785094494890119e-06,"[(-100.4036473,25.6644178),(-100.4027686,25.664094)]",13.0,4.0,12.0,6.0,0.75,-1.0,-1.0,-1.0
158,26785334,1.4437045551572354e-26,"[(-100.4062846,25.6653723),(-100.4054135,25.6650614)]",6.0,15.0,28.0,21.0,0.75,-1.0,-1.0,-1.0
159,26785334,9.991171568224244e-20,"[(-100.4054135,25.6650614),(-100.4045212,25.6647237)]",11.0,15.0,22.0,15.0,0.75,-1.0,-1.0,-1.0
160,26785334,9.229294442558325e-28,"[(-100.4071599,25.665672),(-100.4062846,25.6653723)]",5.0,23.0,25.0,18.0,0.75,-1.0,-1.0,-1.0
161,26785334,7.382532721164984e-19,"[(-100.4081382,25.6659948),(-100.4071599,25.665672)]",7.0,15.0,22.0,10.0,0.75,-1.0,-1.0,-1.0
162,26785334,1.0956650033262367e-16,"[(-100.4045212,25.6647237),(-100.4036473,25.6644178)]",7.0,16.0,17.0,9.0,0.75,-1.0,-1.0,-1.0
163,26785334,2.7535691114583476e-05,"[(-100.4027686,25.664094),(-100.4019028,25.6637861)]",14.0,6.0,11.0,4.0,0.75,-1.0,-1.0,-1.0
164,26785334,1.4251640827409353e-21,"[(-100.3992478,25.6628533),(-100.3983739,25.6625455)]",8.0,15.0,24.0,15.0,0.75,-1.0,-1.0,-1.0
165,26785334,4.910429870159112e-16,"[(-100.4010559,25.6634778),(-100.4001643,25.6631679)]",9.0,9.0,20.0,13.0,0.75,-1.0,-1.0,-1.0
166,26785334,1.4251640827409353e-21,"[(-100.4001643,25.6631679),(-100.3992478,25.6628533)]",8.0,11.0,28.0,15.0,0.75,-1.0,-1.0,-1.0
167,26929218,3.2241866333029355e-08,"[(-100.3688921,25.6536314),(-100.3689825,25.6533101),(-100.3689994,25.6530302),(-100.3690037,25.6527804)]",1.0,6.0,4.0,8.0,0.75,-1.0,-1.0,-1.0
168,26929218,1.12535162055095e-07,"[(-100.3686517,25.65435),(-100.3688921,25.6536314)]",0.0,8.0,4.0,4.0,0.75,-1.0,-1.0,-1.0
169,26929218,3.398267807946847e-09,"[(-100.3690037,25.6527804),(-100.3689442,25.6516686)]",2.0,6.0,3.0,12.0,0.75,-1.0,-1.0,-1.0
170,26929218,0.0002611903190957194,"[(-100.3689442,25.6516686),(-100.36894432608399,25.65162131850563)]",1.0,2.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
171,26929218,9.610241549947396e-05,"[(-100.36894432608399,25.65162131850563),(-100.3689444,25.6515936)]",1.0,2.0,4.0,4.0,0.75,-1.0,-1.0,-1.0
172,29124857,0.0179862099620915,"[(-100.3539589,25.6388135),(-100.3539481,25.6388201)]",0.0,0.0,1.0,3.0,0.75,-1.0,-1.0,-1.0
173,29124857,0.0953494648991094,"[(-100.35277105616693,25.641947856483025),(-100.3527054,25.6419853),(-100.352641,25.6420343)]",1.0,2.0,0.0,1.0,0.75,-1.0,-1.0,-1.0
174,29124857,1.12535162055095e-07,"[(-100.3532664,25.6394879),(-100.3532209,25.6396179),(-100.3531913,25.6397817),(-100.353188,25.6399377),(-100.3531645,25.640833),(-100.3531255,25.6416027),(-100.3530735,25.6417003),(-100.3529405,25.6418479),(-100.3528064,25.6419277),(-100.35276536794281,25.641951100460343)]",4.0,11.0,7.0,1.0,0.75,-1.0,-1.0,-1.0
175,29124857,6.144174602214718e-06,"[(-100.3539481,25.6388201),(-100.3538747,25.6388652),(-100.3533107,25.6394287),(-100.3532664,25.6394879)]",0.0,4.0,4.0,4.0,0.75,-1.0,-1.0,-1.0
176,35106995,0.0015011822567369,"[(-100.3397277,25.638898),(-100.339493,25.6387998)]",2.0,1.0,4.0,3.0,0.75,-1.0,-1.0,-1.0
177,35106995,8.764247451323236e-08,"[(-100.3389561,25.6386017),(-100.3384159,25.6384023)]",1.0,5.0,10.0,2.0,0.75,-1.0,-1.0,-1.0
178,81543457,1.7603432133424856e-06,"[(-100.339493,25.6387998),(-100.3389561,25.6386017)]",1.0,3.0,8.0,3.0,0.75,-1.0,-1.0,-1.0
179,35106995,0.1192029220221175,"[(-100.34288256898716,25.640153738081118),(-100.3428256,25.6401314)]",0.0,2.0,0.0,0.0,0.75,-1.0,-1.0,-1.0
180,35106995,0.0003353501304664781,"[(-100.3437825,25.6405066),(-100.3435708,25.6404236),(-100.34288192214738,25.640153484449097)]",0.0,2.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
181,35106995,0.0024726231566347,"[(-100.3428256,25.6401314),(-100.3410241,25.639425)]",0.0,3.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
182,35106995,1.012999098087392e-05,"[(-100.3410241,25.639425),(-100.3404445,25.6391977),(-100.3397277,25.638898)]",2.0,2.0,8.0,3.0,0.75,-1.0,-1.0,-1.0
183,35106995,1.3347932285976013e-15,"[(-100.3690545,25.6443174),(-100.3683387,25.6441112)]",1.0,13.0,13.0,9.0,0.75,-1.0,-1.0,-1.0
184,42642181,3.059022269256247e-07,"[(-100.3691647,25.6443492),(-100.3690545,25.6443174)]",0.0,6.0,6.0,3.0,0.75,-1.0,-1.0,-1.0
185,42642181,5.6027964061459414e-09,"[(-100.3711398,25.6449181),(-100.3710934,25.6449048),(-100.3691647,25.6443492)]",0.0,8.0,9.0,2.0,0.75,-1.0,-1.0,-1.0
186,42642181,7.287724095819162e-14,"[(-100.3661877,25.6434915),(-100.3651625,25.6431962)]",1.0,10.0,15.0,6.0,0.75,-1.0,-1.0,-1.0
187,42642181,3.017072386838347e-21,"[(-100.3683387,25.6441112),(-100.3672271,25.643791)]",1.0,11.0,23.0,14.0,0.75,-1.0,-1.0,-1.0
188,42642181,1.0530617357553812e-20,"[(-100.3672271,25.643791),(-100.3661877,25.6434915)]",0.0,7.0,28.0,11.0,0.75,-1.0,-1.0,-1.0
189,42642181,4.248354255291589e-18,"[(-100.410793,25.6628275),(-100.4102743,25.6626418)]",4.0,12.0,20.0,11.0,0.75,-1.0,-1.0,-1.0
190,52012903,6.560200168110743e-12,"[(-100.4102743,25.6626418),(-100.4096568,25.6624508)]",3.0,9.0,10.0,9.0,0.75,-1.0,-1.0,-1.0
191,52012903,7.095474162284704e-23,"[(-100.4113238,25.6629896),(-100.410793,25.6628275)]",4.0,12.0,29.0,13.0,0.75,-1.0,-1.0,-1.0
192,52012903,0.0007096703991005881,"[(-100.4096568,25.6624508),(-100.409539,25.6624121)]",1.0,2.0,2.0,4.0,0.75,-1.0,-1.0,-1.0
193,52012903,6.64554417291507e-17,"[(-100.4123048,25.6605152),(-100.4121441,25.660922)]",1.0,9.0,16.0,13.0,0.75,-1.0,-1.0,-1.0
194,52012909,1.2995814250075031e-24,"[(-100.4121441,25.660922),(-100.4118273,25.6617294)]",0.0,14.0,25.0,16.0,0.75,-1.0,-1.0,-1.0
195,52012909,1.4251640827409353e-21,"[(-100.4126248,25.6597053),(-100.4124663,25.6601064)]",4.0,13.0,23.0,15.0,0.75,-1.0,-1.0,-1.0
196,52012909,3.1391327920480296e-17,"[(-100.4124663,25.6601064),(-100.4123048,25.6605152)]",4.0,9.0,19.0,13.0,0.75,-1.0,-1.0,-1.0
197,52012909,9.479359653504757e-19,"[(-100.4127005,25.6595137),(-100.4126248,25.6597053)]",2.0,12.0,20.0,11.0,0.75,-1.0,-1.0,-1.0
198,52012909,1.2330085258309569e-23,"[(-100.4127892,25.6592924),(-100.4127005,25.6595137)]",3.0,15.0,23.0,17.0,0.75,-1.0,-1.0,-1.0
199,52012909,2.0593339470250518e-28,"[(-100.4129836,25.6588011),(-100.412964,25.658858),(-100.4127892,25.6592924)]",7.0,17.0,30.0,22.0,0.75,-1.0,-1.0,-1.0
200,52012909,1.0946977029531417e-35,"[(-100.4118273,25.6617294),(-100.4113238,25.6629896)]",2.0,17.0,40.0,25.0,0.75,-1.0,-1.0,-1.0
201,52012909,1.2330085258309569e-23,"[(-100.4113238,25.6629896),(-100.4108712,25.6641833)]",11.0,15.0,30.0,16.0,0.75,-1.0,-1.0,-1.0
202,52012909,4.0831634601813082e-22,"[(-100.4131588,25.6583917),(-100.41315,25.6584127),(-100.4129836,25.6588011)]",5.0,14.0,22.0,17.0,0.75,-1.0,-1.0,-1.0
203,52012909,1.670142184809518e-05,"[(-100.3516399,25.6638477),(-100.3514707,25.663993),(-100.3512367,25.6642155),(-100.35115658374266,25.664305286215214)]",0.0,0.0,4.0,7.0,0.75,-1.0,-1.0,-1.0
204,79760611,1.2015425731770345e-13,"[(-100.3712411,25.651579),(-100.3713438,25.6526382)]",7.0,15.0,9.0,11.0,0.75,-1.0,-1.0,-1.0
205,81543457,3.398267807946847e-09,"[(-100.3712385,25.6515126),(-100.3712411,25.651579)]",2.0,11.0,5.0,5.0,0.75,-1.0,-1.0,-1.0
206,81543457,3.628344178047032e-15,"[(-100.3708543,25.6549983),(-100.370805,25.6551359),(-100.3703165,25.6565005),(-100.3702794,25.6566168),(-100.3701953,25.6567315)]",1.0,10.0,9.0,15.0,0.75,-1.0,-1.0,-1.0
207,81543457,9.479359653504757e-19,"[(-100.3713438,25.6526382),(-100.3713477,25.6527059),(-100.3713621,25.6529546),(-100.3713365,25.6533064),(-100.3712827,25.6537065),(-100.3712184,25.6540142),(-100.3711169,25.6542599),(-100.3709111,25.6548385),(-100.3708543,25.6549983)]",6.0,14.0,16.0,16.0,0.75,-1.0,-1.0,-1.0
208,81543458,0.0024726231566347,"[(-100.337654,25.6558471),(-100.3377041,25.6557639),(-100.3377848,25.6556296)]",0.0,0.0,3.0,3.0,0.75,-1.0,-1.0,-1.0
209,81543460,1.5229979512760353e-08,"[(-100.3717563,25.6515628),(-100.37175,25.6514948)]",0.0,11.0,4.0,3.0,0.75,-1.0,-1.0,-1.0
210,81543460,5.315784971848708e-08,"[(-100.3713213,25.6551328),(-100.3713757,25.6549883),(-100.3716323,25.654306),(-100.3717105,25.654053),(-100.3717759,25.6537961),(-100.371825,25.6535223),(-100.3718481,25.6532657),(-100.3718592,25.6529773),(-100.3718378,25.6526864),(-100.3718325,25.6526151)]",7.0,10.0,6.0,6.0,0.75,-1.0,-1.0,-1.0
211,81543460,1.12535162055095e-07,"[(-100.3707687,25.6569043),(-100.3707646,25.6567468),(-100.3708015,25.6566344),(-100.3709851,25.6561178),(-100.3712731,25.6552739),(-100.3713213,25.6551328)]",4.0,4.0,8.0,7.0,0.75,-1.0,-1.0,-1.0
212,81543460,9.357622968839301e-14,"[(-100.3718325,25.6526151),(-100.3717563,25.6515628)]",4.0,18.0,9.0,6.0,0.75,-1.0,-1.0,-1.0
213,81543461,5.6027964061459414e-09,"[(-100.3790103,25.6600601),(-100.3791993,25.6601141),(-100.3807135,25.6605471)]",0.0,3.0,6.0,10.0,0.75,-1.0,-1.0,-1.0
214,81543461,7.287724095819162e-14,"[(-100.3715892,25.6579156),(-100.3717619,25.6579649),(-100.3718716,25.6579962),(-100.3727581,25.6582582)]",1.0,11.0,9.0,11.0,0.75,-1.0,-1.0,-1.0
215,81543461,3.398267807946847e-09,"[(-100.3707412,25.657699),(-100.3709452,25.6577188),(-100.3715892,25.6579156)]",2.0,8.0,8.0,5.0,0.75,-1.0,-1.0,-1.0
216,81543461,1.3347932285976013e-15,"[(-100.3727581,25.6582582),(-100.3742229,25.6586671),(-100.3743655,25.6586943)]",1.0,8.0,16.0,11.0,0.75,-1.0,-1.0,-1.0
217,81543461,6.825602910446286e-08,"[(-100.3768487,25.6594311),(-100.3770066,25.6594771),(-100.3771455,25.6595175),(-100.3788261,25.6600065),(-100.3790103,25.6600601)]",2.0,8.0,6.0,4.0,0.75,-1.0,-1.0,-1.0
218,81543461,2.4133627718273897e-12,"[(-100.3743655,25.6586943),(-100.3745833,25.6587708),(-100.3766168,25.6593635),(-100.3766421,25.6593709),(-100.3768487,25.6594311)]",3.0,9.0,10.0,10.0,0.75,-1.0,-1.0,-1.0
219,81543462,1.855391018368332e-07,"[(-100.3698526,25.6568978),(-100.3696658,25.6568727),(-100.3690303,25.6566862)]",2.0,5.0,8.0,4.0,0.75,-1.0,-1.0,-1.0
220,81543462,1.6918979223288784e-10,"[(-100.3690303,25.6566862),(-100.3688362,25.6566313),(-100.3665189,25.6559437),(-100.366378,25.655902),(-100.366195,25.6558477)]",6.0,5.0,16.0,6.0,0.75,-1.0,-1.0,-1.0
221,81543462,0.0002611903190957194,"[(-100.3609629,25.6543267),(-100.360546,25.6542072),(-100.3603473,25.6541501)]",1.0,4.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
222,81543462,4.363462233903898e-09,"[(-100.3622285,25.6546947),(-100.3609629,25.6543267)]",1.0,9.0,5.0,6.0,0.75,-1.0,-1.0,-1.0
223,81543462,2.2603242979035742e-06,"[(-100.3603473,25.6541501),(-100.3599272,25.6540293),(-100.3590121,25.6537661)]",0.0,6.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
224,81543462,4.785094494890119e-06,"[(-100.3633454,25.6550221),(-100.363115,25.6549546),(-100.3625132,25.6547782),(-100.3624856,25.6547694),(-100.3622285,25.6546947)]",1.0,9.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
225,81543462,3.5356250741744315e-05,"[(-100.366195,25.6558477),(-100.3660001,25.6557912),(-100.3658974,25.6557615),(-100.3635124,25.6550705),(-100.3633454,25.6550221)]",5.0,3.0,9.0,2.0,0.75,-1.0,-1.0,-1.0
226,81543463,0.0066928509242848,"[(-100.3707687,25.6569043),(-100.370603,25.6567891),(-100.3704045,25.6567293),(-100.3701953,25.6567315)]",0.0,1.0,2.0,2.0,0.75,-1.0,-1.0,-1.0
227,81543463,0.0002611903190957194,"[(-100.3707412,25.657699),(-100.3708647,25.6575509),(-100.3709286,25.6573748),(-100.3709261,25.6571896)]",1.0,2.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
228,81543463,0.0007096703991005881,"[(-100.3706006,25.6577902),(-100.3707412,25.657699)]",1.0,2.0,3.0,3.0,0.75,-1.0,-1.0,-1.0
229,81543463,0.0474258731775667,"[(-100.3709261,25.6571896),(-100.3708701,25.6570368),(-100.3707687,25.6569043)]",0.0,2.0,0.0,1.0,0.75,-1.0,-1.0,-1.0
230,81543463,3.5356250741744315e-05,"[(-100.3698526,25.6568978),(-100.3697437,25.6570381),(-100.3696863,25.6572013),(-100.3696856,25.6573725)]",1.0,3.0,5.0,3.0,0.75,-1.0,-1.0,-1.0
231,81543463,0.0002611903190957194,"[(-100.3701953,25.6567315),(-100.3700093,25.6567902),(-100.3698526,25.6568978)]",1.0,2.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
232,81543463,0.0009110511944006454,"[(-100.3696856,25.6573725),(-100.3697208,25.6574929),(-100.3697843,25.6576034),(-100.3698731,25.6576988)]",0.0,2.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
233,81543463,0.0066928509242848,"[(-100.3704377,25.6578433),(-100.3706006,25.6577902)]",0.0,2.0,2.0,1.0,0.75,-1.0,-1.0,-1.0
234,81543463,0.0024726231566347,"[(-100.3698731,25.6576988),(-100.3700403,25.657802),(-100.3702353,25.6578519),(-100.3704377,25.6578433)]",0.0,3.0,2.0,1.0,0.75,-1.0,-1.0,-1.0
237,93761866,8.764247451323236e-08,"[(-100.3544812,25.6621982),(-100.3543183,25.6621561),(-100.3540668,25.6621479),(-100.3530559,25.6622138)]",1.0,3.0,10.0,4.0,0.75,-1.0,-1.0,-1.0
238,93761878,0.1192029220221175,"[(-100.35457549041858,25.662254206716423),(-100.35452913188593,25.662226670629178)]",0.0,0.0,0.0,2.0,0.75,-1.0,-1.0,-1.0
239,93761878,0.0474258731775667,"[(-100.35453036420387,25.662227402602618),(-100.3544812,25.6621982)]",0.0,0.0,1.0,2.0,0.75,-1.0,-1.0,-1.0
240,93761878,0.1192029220221175,"[(-100.3546706,25.6623107),(-100.35457549041858,25.662254206716423)]",0.0,0.0,0.0,2.0,0.75,-1.0,-1.0,-1.0
241,93761882,4.0831634601813082e-22,"[(-100.3553256,25.662584),(-100.3558156,25.6627571),(-100.3570879,25.6632841),(-100.3574139,25.6634676),(-100.3576006,25.6637054),(-100.3577688,25.6640506)]",1.0,7.0,30.0,13.0,0.75,-1.0,-1.0,-1.0
242,93761885,3.2241866333029355e-08,"[(-100.35256243594762,25.66205118136467),(-100.3525617,25.6620824),(-100.35256042322878,25.662166666900216)]",1.0,5.0,6.0,7.0,0.75,-1.0,-1.0,-1.0
243,93761885,8.315280276641321e-07,"[(-100.35256040067019,25.662168155767016),(-100.35255906179297,25.662256521663434)]",0.0,5.0,4.0,5.0,0.75,-1.0,-1.0,-1.0
244,93761885,6.144174602214718e-06,"[(-100.35256042322878,25.662166666900216),(-100.35256037042016,25.662170152268907)]",0.0,5.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
245,93761885,5.525960833850248e-23,"[(-100.3525766,25.6611591),(-100.3525753,25.6613162),(-100.3525738,25.6614981),(-100.3525729,25.6616073),(-100.35256243594762,25.66205118136467)]",1.0,14.0,23.0,15.0,0.75,-1.0,-1.0,-1.0
246,93761885,1.670142184809518e-05,"[(-100.35255906179297,25.662256521663434),(-100.35255846413753,25.662295966923118)]",0.0,4.0,4.0,3.0,0.75,-1.0,-1.0,-1.0
247,93761885,0.00012339457598623172,"[(-100.35255846413753,25.662295966923118),(-100.3525574,25.6623662)]",0.0,3.0,3.0,3.0,0.75,-1.0,-1.0,-1.0
248,93761895,1.1399918530430558e-12,"[(-100.3525574,25.6623662),(-100.352552,25.6624412),(-100.3524916,25.662784),(-100.3524214,25.6629545),(-100.3524129,25.6629725),(-100.3523232,25.6631249),(-100.3522096,25.6632839),(-100.3520244,25.6634816),(-100.351853,25.6636427),(-100.3516399,25.6638477)]",2.0,0.0,10.0,19.0,0.75,-1.0,-1.0,-1.0
251,93767525,0.0024726231566347,"[(-100.3200827,25.6394773),(-100.3200638,25.6394573)]",0.0,3.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
252,93767525,0.0024726231566347,"[(-100.3201722,25.6396705),(-100.3201746,25.6396369)]",0.0,4.0,2.0,0.0,0.75,-1.0,-1.0,-1.0
253,93767525,0.00012339457598623172,"[(-100.3201746,25.6396369),(-100.3201586,25.6395955),(-100.3201225,25.6395352),(-100.3200827,25.6394773)]",0.0,5.0,4.0,0.0,0.75,-1.0,-1.0,-1.0
260,93767526,0.0758581800212435,"[(-100.33380692778607,25.65166250368819),(-100.33392929957617,25.651728335276726)]",6.0,0.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
261,93767526,0.0373268873441294,"[(-100.33392929957617,25.651728335276726),(-100.33392929957617,25.65172833527673)]",5.0,0.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
262,93767526,0.0373268873441294,"[(-100.33392929957617,25.65172833527673),(-100.33392929957617,25.651728335276733)]",5.0,0.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
263,93767526,0.0007096703991005881,"[(-100.33392929957617,25.651728335276733),(-100.3343406,25.6519496)]",5.0,0.0,5.0,6.0,0.75,-1.0,-1.0,-1.0
264,93767526,0.0474258731775667,"[(-100.3334134,25.6514508),(-100.33380692778607,25.65166250368819)]",4.0,0.0,3.0,3.0,0.75,-1.0,-1.0,-1.0
267,93767533,5.900090541597061e-29,"[(-100.3335074,25.6513131),(-100.3320714,25.6504849),(-100.3295208,25.6490992),(-100.3267267,25.6473124),(-100.3259114,25.6467835),(-100.32473859720373,25.646031998583624)]",4.0,26.0,28.0,14.0,0.75,-1.0,-1.0,-1.0
268,93767533,0.0474258731775667,"[(-100.32473859720373,25.646031998583624),(-100.32458677698175,25.64593471614857)]",0.0,2.0,0.0,1.0,0.75,-1.0,-1.0,-1.0
269,93767538,0.2689414213699951,"[(-100.33821923401383,25.65442577117642),(-100.33829401946524,25.6544857981864)]",0.0,0.0,1.0,0.0,0.75,-1.0,-1.0,-1.0
270,93767538,0.2689414213699951,"[(-100.33829401946524,25.6544857981864),(-100.33829401946524,25.654485798186403)]",0.0,0.0,1.0,0.0,0.75,-1.0,-1.0,-1.0
271,93767538,0.2689414213699951,"[(-100.33829401946524,25.654485798186403),(-100.3383608,25.6545394)]",0.0,0.0,1.0,0.0,0.75,-1.0,-1.0,-1.0
272,93767538,0.2689414213699951,"[(-100.33821923401383,25.654425771176417),(-100.33821923401383,25.65442577117642)]",0.0,0.0,1.0,0.0,0.75,-1.0,-1.0,-1.0
273,93767538,0.0009110511944006454,"[(-100.3343406,25.6519496),(-100.3344511,25.6520049),(-100.3349712,25.6522778),(-100.3355806,25.6526127),(-100.33624,25.6529719),(-100.3368244,25.6533486),(-100.3372684,25.6536745),(-100.3377208,25.6540257),(-100.33814056514572,25.654362627117745)]",0.0,2.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
274,93767538,0.2689414213699951,"[(-100.33814056514572,25.654362627117745),(-100.33821923401383,25.654425771176417)]",0.0,0.0,1.0,0.0,0.75,-1.0,-1.0,-1.0
275,93767542,0.2227001388253088,"[(-100.33385964222919,25.651510958122902),(-100.3335074,25.6513131)]",5.0,0.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
276,93767542,0.0758581800212435,"[(-100.3344335,25.6518333),(-100.3339797877627,25.651578445118403)]",6.0,0.0,4.0,3.0,0.75,-1.0,-1.0,-1.0
277,93767542,0.5,"[(-100.3339797877627,25.651578445118403),(-100.33385964222919,25.651510958122902)]",8.0,0.0,3.0,3.0,0.75,-1.0,-1.0,-1.0
279,93767992,2.7894680920908113e-10,"[(-100.32461136427571,25.646192357062056),(-100.3257715,25.6469351),(-100.3294697,25.6492835),(-100.3317363,25.6505345),(-100.3334134,25.6514508)]",0.0,12.0,8.0,2.0,0.75,-1.0,-1.0,-1.0
280,93767992,0.2689414213699951,"[(-100.32461136427571,25.646192357062052),(-100.32461136427571,25.646192357062056)]",0.0,0.0,0.0,1.0,0.75,-1.0,-1.0,-1.0
281,93767992,0.2689414213699951,"[(-100.32446440850892,25.646098272934065),(-100.32461136427571,25.646192357062052)]",0.0,0.0,0.0,1.0,0.75,-1.0,-1.0,-1.0
282,93791570,2.543665647376276e-13,"[(-100.3557103,25.6532789),(-100.3558579,25.6533047),(-100.3559968,25.6533289),(-100.3567404,25.6535274),(-100.3571858,25.6536604)]",0.0,2.0,7.0,20.0,0.75,-1.0,-1.0,-1.0
285,93791572,0.2689414213699951,"[(-100.3365718,25.6583286),(-100.33649200183464,25.658287875299187)]",0.0,0.0,1.0,0.0,0.75,-1.0,-1.0,-1.0
286,93791576,9.237449576640121e-09,"[(-100.35831675408153,25.65275585350461),(-100.3574504,25.6529319)]",2.0,1.0,2.0,17.0,0.75,-1.0,-1.0,-1.0
287,93791576,0.0293122307513563,"[(-100.3583618,25.6527467),(-100.35831675408153,25.65275585350461)]",2.0,1.0,1.0,3.0,0.75,-1.0,-1.0,-1.0
288,93796165,1.670142184809518e-05,"[(-100.387591,25.650295),(-100.3877917,25.6499564),(-100.387952,25.6497393),(-100.3880722,25.649612)]",0.0,5.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
289,93796165,0.00012339457598623172,"[(-100.3888547,25.6487313),(-100.3890847,25.6484786)]",0.0,2.0,6.0,1.0,0.75,-1.0,-1.0,-1.0
290,93796165,1.12535162055095e-07,"[(-100.3890847,25.6484786),(-100.3892974,25.6482435),(-100.3897589,25.6477295)]",0.0,4.0,6.0,6.0,0.75,-1.0,-1.0,-1.0
291,93796165,8.315280276641321e-07,"[(-100.3897589,25.6477295),(-100.3900587,25.6473956),(-100.3901506,25.6473002)]",0.0,2.0,6.0,6.0,0.75,-1.0,-1.0,-1.0
292,93796165,0.0024726231566347,"[(-100.38878729352558,25.648806824439536),(-100.38884907299197,25.64873760468557)]",0.0,0.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
293,93796165,1.12535162055095e-07,"[(-100.3880722,25.649612),(-100.3883725,25.6492674),(-100.388633,25.6489797),(-100.38878729352558,25.648806824439536)]",0.0,2.0,10.0,4.0,0.75,-1.0,-1.0,-1.0
294,93796165,0.0024726231566347,"[(-100.38884907299197,25.64873760468557),(-100.3888547,25.6487313)]",0.0,0.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
295,93796165,2.543665647376276e-13,"[(-100.3861083,25.654047),(-100.386256,25.6535485),(-100.3868949,25.6519165),(-100.3869065,25.6518872),(-100.3871641,25.6512372),(-100.3873517,25.650765),(-100.3875563,25.6503535),(-100.387591,25.650295)]",0.0,4.0,19.0,6.0,0.75,-1.0,-1.0,-1.0
296,93796165,1.1399918530430558e-12,"[(-100.3856441,25.6553846),(-100.3857516,25.655209),(-100.385775,25.655172),(-100.3858122,25.6550756),(-100.3858609,25.6549493),(-100.3858779,25.6548948),(-100.3858886,25.6548603)]",2.0,18.0,9.0,2.0,0.75,-1.0,-1.0,-1.0
297,93796165,2.510999092692816e-08,"[(-100.38563380869361,25.6554030029527),(-100.3856441,25.6553846)]",2.0,12.0,6.0,1.0,0.75,-1.0,-1.0,-1.0
298,93796165,2.510999092692816e-08,"[(-100.3856068,25.6554513),(-100.38563380869361,25.6554030029527)]",2.0,11.0,7.0,1.0,0.75,-1.0,-1.0,-1.0
299,93796165,3.7751345441365816e-11,"[(-100.3858886,25.6548603),(-100.3859209,25.6547565),(-100.3861083,25.654047)]",0.0,8.0,9.0,7.0,0.75,-1.0,-1.0,-1.0
300,93796167,1.1850648642339812e-27,"[(-100.4063997,25.656102),(-100.4064752,25.6561277),(-100.4069815,25.656298)]",0.0,22.0,25.0,15.0,0.75,-1.0,-1.0,-1.0
301,93796167,4.0307262913476244e-17,"[(-100.4069815,25.656298),(-100.4073981,25.6564441),(-100.4077264,25.6565609),(-100.4078772,25.6566108)]",11.0,7.0,24.0,15.0,0.75,-1.0,-1.0,-1.0
302,93796167,1.8064461965456932e-16,"[(-100.4087648,25.6569238),(-100.4090844,25.6570306),(-100.4092536,25.6570883),(-100.409834,25.6572862)]",9.0,8.0,25.0,10.0,0.75,-1.0,-1.0,-1.0
